各年收入族群女性持卡人於六都消費樣態,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年月,地區,性別,食品餐飲類未滿20[筆數],食品餐飲類未滿20[金額，新台幣],衣著飾品類未滿20[筆數],衣著飾品類未滿20[金額，新台幣],旅館住宿類未滿20[筆數],旅館住宿類未滿20[金額，新台幣],交通類未滿20[筆數],交通類未滿20[金額，新台幣],文教康樂類未滿20[筆數],文教康樂類未滿20[金額，新台幣],百貨類未滿20[筆數],百貨類未滿20[金額，新台幣],其他類未滿20[筆數],其他類未滿20[金額，新台幣],食品餐飲類20[含]-25[筆數],食品餐飲類20[含]-25[金額，新台幣],衣著飾品類20[含]-25[筆數],衣著飾品類20[含]-25[金額，新台幣],旅館住宿類20[含]-25[筆數],旅館住宿類20[含]-25[金額，新台幣],交通類20[含]-25[筆數],交通類20[含]-25[金額，新台幣],文教康樂類20[含]-25[筆數],文教康樂類20[含]-25[金額，新台幣],百貨類20[含]-25[筆數],百貨類20[含]-25[金額，新台幣],其他類20[含]-25[筆數],其他類20[含]-25[金額，新台幣],食品餐飲類25[含]-30[筆數],食品餐飲類25[含]-30[金額，新台幣],衣著飾品類25[含]-30[筆數],衣著飾品類25[含]-30[金額，新台幣],旅館住宿類25[含]-30[筆數],旅館住宿類25[含]-30[金額，新台幣],交通類25[含]-30[筆數],交通類25[含]-30[金額，新台幣],文教康樂類25[含]-30[筆數],文教康樂類25[含]-30[金額，新台幣],百貨類25[含]-30[筆數],百貨類25[含]-30[金額，新台幣],其他類25[含]-30[筆數],其他類25[含]-30[金額，新台幣],食品餐飲類30[含]-35[筆數],食品餐飲類30[含]-35[金額，新台幣],衣著飾品類30[含]-35[筆數],衣著飾品類30[含]-35[金額，新台幣],旅館住宿類30[含]-35[筆數],旅館住宿類30[含]-35[金額，新台幣],交通類30[含]-35[筆數],交通類30[含]-35[金額，新台幣],文教康樂類30[含]-35[筆數],文教康樂類30[含]-35[金額，新台幣],百貨類30[含]-35[筆數],百貨類30[含]-35[金額，新台幣],其他類30[含]-35[筆數],其他類30[含]-35[金額，新台幣],食品餐飲類35[含]-40[筆數],食品餐飲類35[含]-40[金額，新台幣],衣著飾品類35[含]-40[筆數],衣著飾品類35[含]-40[金額，新台幣],旅館住宿類35[含]-40[筆數],旅館住宿類35[含]-40[金額，新台幣],交通類35[含]-40[筆數],交通類35[含]-40[金額，新台幣],文教康樂類35[含]-40[筆數],文教康樂類35[含]-40[金額，新台幣],百貨類35[含]-40[筆數],百貨類35[含]-40[金額，新台幣],其他類35[含]-40[筆數],其他類35[含]-40[金額，新台幣],食品餐飲類40[含]-45[筆數],食品餐飲類40[含]-45[金額，新台幣],衣著飾品類40[含]-45[筆數],衣著飾品類40[含]-45[金額，新台幣],旅館住宿類40[含]-45[筆數],旅館住宿類40[含]-45[金額，新台幣],交通類40[含]-45[筆數],交通類40[含]-45[金額，新台幣],文教康樂類40[含]-45[筆數],文教康樂類40[含]-45[金額，新台幣],百貨類40[含]-45[筆數],百貨類40[含]-45[金額，新台幣],其他類40[含]-45[筆數],其他類40[含]-45[金額，新台幣],食品餐飲類45[含]-50[筆數],食品餐飲類45[含]-50[金額，新台幣],衣著飾品類45[含]-50[筆數],衣著飾品類45[含]-50[金額，新台幣],旅館住宿類45[含]-50[筆數],旅館住宿類45[含]-50[金額，新台幣],交通類45[含]-50[筆數],交通類45[含]-50[金額，新台幣],文教康樂類45[含]-50[筆數],文教康樂類45[含]-50[金額，新台幣],百貨類45[含]-50[筆數],百貨類45[含]-50[金額，新台幣],其他類45[含]-50[筆數],其他類45[含]-50[金額，新台幣],食品餐飲類50[含]-55[筆數],食品餐飲類50[含]-55[金額，新台幣],衣著飾品類50[含]-55[筆數],衣著飾品類50[含]-55[金額，新台幣],旅館住宿類50[含]-55[筆數],旅館住宿類50[含]-55[金額，新台幣],交通類50[含]-55[筆數],交通類50[含]-55[金額，新台幣],文教康樂類50[含]-55[筆數],文教康樂類50[含]-55[金額，新台幣],百貨類50[含]-55[筆數],百貨類50[含]-55[金額，新台幣],其他類50[含]-55[筆數],其他類50[含]-55[金額，新台幣],食品餐飲類55[含]-60[筆數],食品餐飲類55[含]-60[金額，新台幣],衣著飾品類55[含]-60[筆數],衣著飾品類55[含]-60[金額，新台幣],旅館住宿類55[含]-60[筆數],旅館住宿類55[含]-60[金額，新台幣],交通類55[含]-60[筆數],交通類55[含]-60[金額，新台幣],文教康樂類55[含]-60[筆數],文教康樂類55[含]-60[金額，新台幣],百貨類55[含]-60[筆數],百貨類55[含]-60[金額，新台幣],其他類55[含]-60[筆數],其他類55[含]-60[金額，新台幣],食品餐飲類60[含]-65[筆數],食品餐飲類60[含]-65[金額，新台幣],衣著飾品類60[含]-65[筆數],衣著飾品類60[含]-65[金額，新台幣],旅館住宿類60[含]-65[筆數],旅館住宿類60[含]-65[金額，新台幣],交通類60[含]-65[筆數],交通類60[含]-65[金額，新台幣],文教康樂類60[含]-65[筆數],文教康樂類60[含]-65[金額，新台幣],百貨類60[含]-65[筆數],百貨類60[含]-65[金額，新台幣],其他類60[含]-65[筆數],其他類60[含]-65[金額，新台幣],食品餐飲類65[含]-70[筆數],食品餐飲類65[含]-70[金額，新台幣],衣著飾品類65[含]-70[筆數],衣著飾品類65[含]-70[金額，新台幣],旅館住宿類65[含]-70[筆數],旅館住宿類65[含]-70[金額，新台幣],交通類65[含]-70[筆數],交通類65[含]-70[金額，新台幣],文教康樂類65[含]-70[筆數],文教康樂類65[含]-70[金額，新台幣],百貨類65[含]-70[筆數],百貨類65[含]-70[金額，新台幣],其他類65[含]-70[筆數],其他類65[含]-70[金額，新台幣],食品餐飲類70[含]-75[筆數],食品餐飲類70[含]-75[金額，新台幣],衣著飾品類70[含]-75[筆數],衣著飾品類70[含]-75[金額，新台幣],旅館住宿類70[含]-75[筆數],旅館住宿類70[含]-75[金額，新台幣],交通類70[含]-75[筆數],交通類70[含]-75[金額，新台幣],文教康樂類70[含]-75[筆數],文教康樂類70[含]-75[金額，新台幣],百貨類70[含]-75[筆數],百貨類70[含]-75[金額，新台幣],其他類70[含]-75[筆數],其他類70[含]-75[金額，新台幣],食品餐飲類75[含]-80[筆數],食品餐飲類75[含]-80[金額，新台幣],衣著飾品類75[含]-80[筆數],衣著飾品類75[含]-80[金額，新台幣],旅館住宿類75[含]-80[筆數],旅館住宿類75[含]-80[金額，新台幣],交通類75[含]-80[筆數],交通類75[含]-80[金額，新台幣],文教康樂類75[含]-80[筆數],文教康樂類75[含]-80[金額，新台幣],百貨類75[含]-80[筆數],百貨類75[含]-80[金額，新台幣],其他類75[含]-80[筆數],其他類75[含]-80[金額，新台幣],食品餐飲類80[含]以上[筆數],食品餐飲類80[含]以上[金額，新台幣],衣著飾品類80[含]以上[筆數],衣著飾品類80[含]以上[金額，新台幣],旅館住宿類80[含]以上[筆數],旅館住宿類80[含]以上[金額，新台幣],交通類80[含]以上[筆數],交通類80[含]以上[金額，新台幣],文教康樂類80[含]以上[筆數],文教康樂類80[含]以上[金額，新台幣],百貨類80[含]以上[筆數],百貨類80[含]以上[金額，新台幣],其他類80[含]以上[筆數],其他類80[含]以上[金額，新台幣]
103年11月,台北市,女性,3437,2363451,1660,3310585,359,894530,4160,3526139,3235,8196312,2593,4889153,8306,9369308,77033,66592924,29636,66011492,9741,29566947,77157,54887525,77124,174639696,69286,149497076,208975,405776416,242416,236079090,69726,180817619,29679,112453936,219931,182524751,195226,604637728,216090,555113992,719995,1467692717,436365,430335692,103136,288247549,50656,232651625,305947,277566299,243552,909857388,357508,940456046,1200331,2691918764,579688,541955563,103904,306414234,60142,291255582,296348,294345302,238902,997257352,405065,1097000063,1388788,3583343123,609909,564939064,85414,284132356,57411,289001204,253970,259433719,202109,968276585,357019,1089560112,1234365,3630069847,585291,563655413,74140,281848400,54784,306897896,229044,240148210,164917,908217011,313343,1122794444,1078077,3534519116,456007,466479042,54574,238220455,48013,254772700,179889,198281757,112540,754398455,234592,968965544,771249,2992193220,318722,354479337,35953,173261392,35568,217030825,115790,127537243,65858,511380922,159913,707023051,464828,2107748517,202930,227444820,20825,103898910,22024,138943293,58931,67573764,35842,332897487,100326,453520881,239150,1151062291,80208,97627732,7629,40374017,8599,50040308,17152,20090435,12381,126057675,40443,180010913,71250,425517963,32010,38618901,2738,14222962,3314,15815095,4981,5844062,4304,46212277,15883,75695528,21471,170588535,11913,13885464,782,4588443,1275,8503789,1316,1431675,1341,15884959,6837,30637252,6357,67062460,8632,13579714,2046,11085101,1305,7490664,1688,2821731,3520,31160934,6119,23817701,16806,110033112
103年12月,台北市,女性,4238,3693252,2172,4612945,515,1364539,4802,4144475,3889,10895502,3391,6387818,8921,9910814,87938,81043711,37604,83079832,11845,32528221,82767,64819119,82403,193698622,76128,145684565,227131,461319670,265796,271605871,84895,213164247,31963,113223751,234580,206619681,203919,624453586,223973,478251987,779861,1690450936,467674,484004980,126738,346866383,51581,208645384,327055,309365979,261427,940901725,372158,838839163,1343125,3371644491,617553,605865465,131110,387820625,59360,261170859,321286,326720802,265182,1065799637,431002,1020361309,1616455,4881747732,646547,629545613,109457,355876869,56107,276053192,275136,284252319,222741,1038906196,376548,979152366,1465162,5145331841,618526,630006588,95719,363075898,55191,307188880,246335,262623741,180729,991171922,318652,977178856,1304291,5287193119,482721,519128983,69865,306118171,47621,259102228,191503,210408711,122131,794927371,228023,783149359,954787,4588206238,339798,388329072,45474,224991081,35770,218117248,122118,132912911,72099,536385713,146403,566636333,584031,3185783866,218340,249210819,26559,129614970,22443,127864564,62411,68054267,38929,323204387,89337,330628373,298736,1901956906,88331,107744783,9933,53215881,8880,48545992,18250,20737224,13381,119959717,35582,133472011,88806,657237535,35010,40879487,3312,19275407,3261,15015559,5328,6167784,4566,45585723,13287,51336035,25947,233016423,12952,15650496,1079,5108239,1292,5995096,1413,1559564,1415,14781571,5485,17296740,7340,57901820,8985,15153185,2411,13310129,1230,8528031,2021,3341573,3639,31044580,5769,18640356,19135,130544393
104年01月,台北市,女性,3714,3205547,1357,2891488,469,1024348,3794,3708807,3893,13297537,2405,4587268,7914,14055265,83328,75194596,29698,63205802,10852,29140140,80693,61304001,82138,202482212,58778,108195401,215220,398795929,254802,262100361,71726,173122964,30469,106970720,229009,200758163,197436,617187359,172903,361331529,729714,1438623099,459186,478581156,112016,292400665,51878,215502281,317762,295864564,253614,975883475,298574,635558533,1239499,2748394152,613220,617802699,117512,325855229,61059,262462753,311119,308399065,263627,1187831791,348115,779305926,1472465,3864664120,643715,654196289,99906,315022792,59000,283840217,263775,264806074,233204,1297975371,305128,767048565,1327446,4039664640,627653,670482123,92383,344909142,59313,300944083,235826,242046452,190388,1214264384,263075,782079606,1178767,4091141903,493290,565296546,69027,277900178,51880,254902773,183927,187901482,124814,876511346,189406,638033067,857372,3466003146,345167,421008811,45033,211708042,38590,223984140,117964,120888992,70377,529943998,123207,453166024,521545,2329116122,222015,276376681,26342,127694677,23919,133675242,60682,63628208,38117,305405447,75154,276628764,268485,1304390374,91067,115142953,10098,53581467,9645,47909684,17693,18049621,13560,124929327,30469,104805359,82051,456003528,35034,43696050,3235,16700400,3625,16977512,4970,5145667,4465,44591279,11195,39819714,23845,172723756,13343,17960211,977,4817791,1386,8210679,1321,1297619,1512,14267409,5049,19296529,6916,42915161,9145,14845958,2158,11339445,1287,7909303,1774,3280795,3591,30676912,5097,15756698,18066,106390373
104年02月,台北市,女性,2934,2520357,1589,3456701,470,1058216,2847,2560224,4199,16143372,2328,4471888,6918,9886779,71622,71548896,31393,69410766,10194,27343878,66894,49725600,85531,225968771,59054,125144191,188158,369243656,226819,253238402,71989,176531013,29615,97376187,191153,160309330,201425,628083015,175502,419927972,620718,1236834031,412495,473592816,101777,267178103,50123,198505897,266808,240407255,252213,928029722,291230,704211588,1037302,2260523349,556512,625353310,107223,294425868,59922,246377788,263070,257146214,258917,1095065265,338783,842005308,1229189,3062369240,589375,688467300,98191,295610458,58745,262817614,230368,231548440,245193,1497629310,299890,823821797,1107293,3243038078,585268,713100985,91602,312561466,59242,290658494,208768,213841714,224532,1989610904,264239,847766328,985986,3460683950,471199,605145050,65604,243197995,51325,245725673,165915,169186983,143135,1421976609,192416,656427205,707902,2749560175,332489,459615431,40123,174784250,36695,188125980,107995,109923794,69635,620694388,122058,459617054,422561,1753391699,213784,296198924,22596,102176886,22700,119351710,55319,56352552,34785,297365923,74002,270848918,219181,912658586,88259,128745739,7975,37728081,9003,41988976,16569,17316393,11996,107484635,29460,106522748,67450,326465381,33658,48535725,2572,13449033,3253,16305429,4567,4915131,3780,43824781,10640,35406256,19361,124968279,12831,19781637,787,3384054,1287,7406695,1241,1285259,1300,10932968,4798,15973444,5766,29036021,8626,16627069,1898,8628641,1241,7382194,1616,2647948,3583,38826064,4702,14676656,15077,88510855
104年03月,台北市,女性,3922,3377782,1795,3314229,462,1175328,4401,4526662,4191,11478526,2738,4365373,9110,12888113,82115,73156923,32885,65322993,11063,28295352,83500,64547709,90519,229823992,63078,110247755,237364,456372159,250009,250591468,73787,168321729,29603,96796817,228350,193549855,209572,710014977,177721,360533511,798574,1621323350,449387,447097546,107282,269369427,48342,192154493,315696,283473568,263804,1095867615,294557,610823310,1362139,3095994313,603857,572015069,107274,283071908,55981,222101879,310609,303292877,270761,1197891270,338117,740061799,1634884,4313228885,626078,583808421,84990,257600071,51968,241261234,266280,269727966,231126,1155128823,280123,683267616,1455968,4491552597,601707,583953501,76469,267820046,50888,246808289,241753,248564852,190400,1088805699,234549,671838251,1287368,4579685652,472245,483427005,60439,238175262,44312,204728562,189929,200017705,128403,901783510,170054,567270890,953776,3996805935,331544,369750253,42248,190229485,33165,171018476,125285,133409631,75732,646022536,112145,411446904,583563,2821473419,213807,235961441,25171,114560616,21398,112056633,64910,68569140,42178,430364510,69779,255381502,302615,1753578108,88634,99934618,9608,45362127,8670,48083772,19836,21837827,15456,178433740,29318,103087473,92784,581024256,32977,38598103,3003,16775208,3137,14495273,5533,6713363,5229,66912058,10427,40000434,25691,201425486,12556,15214275,892,4790272,1312,7592043,1531,2063186,1674,22698576,4811,18244239,7591,59587569,8441,13813063,1875,10897258,1198,6572938,1873,3201213,3615,31302901,5021,15827681,18336,112630019
104年04月,台北市,女性,3604,2785221,1476,2595993,372,1236686,3727,3599601,3979,11686211,2412,3715723,8361,9582542,79069,69466225,31929,60877520,9465,26399761,79149,59798797,92362,213602065,62557,123692742,220382,421644610,243596,237446343,76995,170316587,26939,89750599,224198,189221970,221011,668769722,184262,433833468,733375,1545796439,440379,427706516,113172,277747741,44490,175222428,307499,276302477,269076,1002366568,306221,766310977,1250696,2965435234,597858,538024492,112617,292738580,51270,207306262,299120,285890546,259283,1128391567,348405,903416113,1504599,4294649936,630427,562015569,88471,258777742,48998,240737937,257667,252732664,216685,1102337418,292683,858353357,1341235,4498127826,611630,565804124,80042,268620707,47871,221640917,232463,232223527,177452,1041541386,248702,821955708,1184068,4784610560,482264,470146560,61384,228319428,41860,205829107,181156,185416040,121841,932182451,180834,688501062,867989,4256901347,335313,356468913,41633,183462045,31305,160144246,118743,122763221,71995,705889901,119698,493054051,525882,3030114407,216666,229712451,24664,110771200,20014,101163787,61935,64516200,41273,486136871,75882,325653323,276257,2058177661,91866,107131611,9635,46197991,8410,39937287,19191,20142986,15840,221338652,31985,131793938,85897,758168078,33573,37568715,3016,17633641,2998,13789013,5236,6114874,5069,76674455,11294,45572592,23547,252341264,13062,15469636,971,5032887,1227,6156305,1493,2126755,1713,25282059,5112,21581127,6972,61422592,8678,14054487,1959,9513969,1151,6396087,1888,2925996,3574,37002357,4801,16278265,17694,112524927
104年05月,台北市,女性,4057,3272994,1869,2968729,425,1096040,4413,4270990,3956,14478075,2756,4624978,9028,14503302,87986,81315800,35539,65295404,10135,29982998,88214,69416143,82368,214580632,66389,125688238,234259,489824776,266748,277640508,81850,174993243,28430,104253344,232666,196843545,191144,630090407,190463,405439067,798081,2054069420,479105,489759651,119403,281599880,47041,192209538,318846,289466923,245444,997720825,312390,686409696,1341466,4363735228,650567,610521860,122365,306452464,54793,230810024,315129,308690544,253591,1178870622,358665,826134517,1582657,6395417113,683304,636723729,100274,278848678,52664,239748237,270078,276095203,218309,1236180704,305892,787034802,1393751,7311800702,663742,643804602,90288,286588706,52388,244951407,244842,257037022,182159,1211031844,262503,816601167,1231081,7649251423,526214,539934779,69246,248940856,46192,231195266,191518,200539329,122677,980590557,195480,661368218,901198,7125553378,366084,403930560,46344,196836211,34480,185887209,124016,132208385,72763,732324897,128579,474954130,549244,5572475087,235805,262940733,27017,116821150,22135,120037722,64245,69459319,41822,526163438,82016,304707068,290238,3840183954,100140,114945701,10604,44573033,9215,49263839,19823,22497415,15773,234116923,34342,119597310,91086,1346043486,36374,42063690,3419,15890801,3152,13346941,5442,6232150,5173,83259132,12808,47663235,26073,385977824,14057,17529908,1172,5960153,1326,6386017,1577,2025088,1739,30302414,5413,18685271,7787,241099195,9118,14907553,2073,9647741,1270,6925879,1975,3270640,3632,37914570,5418,17405420,18029,159728560
104年06月,台北市,女性,4196,3484139,2138,3505240,491,1879457,4439,4453765,4396,21689411,2764,4988893,9045,9478336,82686,72856793,40460,70730402,10112,28684816,87786,69208500,95496,221635275,61193,110132126,227805,449371075,255433,242735799,88808,176048686,27608,97210374,231088,193917964,227400,639290975,178463,348716301,759162,1578583898,465925,435042914,124822,276565989,45143,177720611,318032,284220081,276974,967962348,299038,600350248,1283071,3050582501,643291,563374567,125403,290271698,53389,219293175,317089,310029177,277735,1232274227,350115,744209265,1545711,4400635933,677869,594315232,101787,268396417,50668,235633556,273857,279097048,236650,1444567446,301264,749853366,1371849,4683807177,662746,605415167,92220,279035747,50628,242833946,248877,266849362,193004,1385245833,258387,702203721,1220480,5007029982,531019,506917148,69053,235595965,44962,221956025,192845,202772496,126770,1029270105,189002,604008742,894412,4324390197,369808,376163104,44117,174282061,33527,167212200,124815,129211695,71543,662672466,123677,424898202,542290,3056050824,240782,247172029,25729,104945509,21483,120594404,64673,68502296,39786,448820286,78764,268261196,284610,1909631475,101755,111212698,10106,50104053,9188,46447515,19864,21091371,14860,198206787,33438,116848872,88543,706629961,37357,39760573,3350,13917672,3247,13788716,5364,6152760,4656,70394728,12152,40645397,24489,258690879,14565,16810086,1075,5138416,1270,6053755,1528,2080712,1670,24830637,5219,17759122,7146,90201189,9093,13464921,2167,8358397,1194,7294202,1975,3027094,3495,35523558,5009,14718624,17870,137925658
104年07月,台北市,女性,4569,3655499,2449,3699057,627,1972814,3810,4163163,5078,22789577,3332,5904054,9074,11943657,89896,79122775,38974,64270173,11694,31215215,86747,74727403,99838,225520373,65176,116008672,239104,437708633,278453,264662370,87389,166257732,30953,104850485,239136,222527336,234915,619974727,187501,362526106,792703,1484130916,501683,473981810,122801,265177063,49406,194025167,329255,317322915,286846,949202592,308978,607482283,1320532,2831115859,687398,605210080,125478,281258699,58232,232919103,334764,340621681,294334,1213076424,363362,732089167,1583072,3941585118,719651,627597481,105868,260150584,56312,247760292,288247,308709340,257621,1423883950,311270,688575259,1398767,4125017130,714151,649018727,98730,286781242,56741,258157666,259178,281940314,213525,1446831760,268654,691175625,1250931,4316556422,577979,554318701,74120,234322920,50366,243584428,199370,212484897,136530,1031691098,197522,574677170,915088,3752899357,400286,403356818,46728,174159832,36715,184356477,127277,134071532,74345,609954873,127993,405840502,551125,2639368454,259953,265266475,27152,102828059,22993,108668227,66709,68503327,39895,370503238,80179,250789642,290587,1623085269,112052,117218981,10605,40652876,9704,49823299,20515,21715633,15029,158000119,34756,107276922,92313,610853764,40387,41928000,3148,12116673,3586,15888635,5447,5845618,4632,60924172,12349,39346156,25438,252933539,15546,16855824,1136,3952973,1374,5827555,1483,1888325,1619,21910182,5469,16859932,7851,79609994,9951,14959072,2124,8480299,1438,8581420,2081,3636554,3615,31637975,4904,15226372,18663,122735497
104年08月,台北市,女性,4905,4105772,2187,3496286,680,1673258,4268,4362798,5926,21665099,3243,6289406,9646,15716764,100287,93988983,35922,60597384,12206,31899544,86038,73729043,107594,247686347,66801,123458828,242192,458556004,314619,314506876,80010,153043063,31407,103789820,235569,216604658,255077,686167148,190672,383286857,807377,1543315065,557843,555904849,109963,231223897,49439,187881273,321671,300303509,305621,1022136839,313701,634232368,1330475,2841476236,764658,726990596,111038,248072816,59292,236330738,325951,319670908,308262,1276184026,365976,749209621,1601203,4062336428,805779,760925175,91931,221730592,57697,239463210,281232,284919577,278715,1690567414,310272,708025313,1410347,4345437059,804842,787397814,85925,243130467,57727,253860753,255128,268541102,245382,1990865095,267168,675552614,1267721,4695702170,655781,671314054,65554,222512564,49309,232736987,196748,204011550,156277,1392265812,195482,555653854,925933,4012838858,456752,480984811,43122,156681944,35656,164621214,126147,130626705,80326,728054045,126659,374838878,555285,2843087672,297615,311524126,24973,93301525,22312,102409622,65424,67189408,42487,421650772,79041,236489976,294312,1727311228,127392,143072162,9613,37080587,9319,41159752,20457,20138403,15894,184242794,33398,106063494,93534,625352469,45419,48020105,2917,10531711,3188,14781908,5232,6195461,4953,62971115,11749,35562386,25475,225966773,17530,20408676,928,3717421,1337,4948958,1573,2050727,1685,19184447,5353,15217332,7837,84074575,10805,15827713,2039,8948485,1367,8557993,1967,3251874,3947,40362326,5012,14786509,18363,134415499
104年09月,台北市,女性,4563,3641710,2028,3398837,622,1666324,5615,4764905,5303,13920782,2830,4971683,10456,16849032,90953,82003027,33923,62530171,10384,26916624,88361,71971994,99836,240960461,60648,114554013,241191,476342001,277069,275365528,76802,161685511,25887,92399901,237209,211924665,233077,699744326,169680,382508086,794584,1588386454,495583,482727714,105110,249608831,40027,170485801,320795,292469160,287541,1059382811,286097,680886045,1315742,3003608066,680884,624324894,104334,260251058,46744,193005653,315910,300573416,296143,1200296453,338995,851332460,1598508,4313356234,711630,641724243,82311,241987197,46245,212985473,269051,256357480,261264,1304277562,285407,766456805,1407695,4740895235,705335,669168499,76993,252917118,48399,227707952,251448,241473317,229535,1582415722,246192,780682456,1263830,5240572917,569112,558741285,60977,235974664,42707,208588405,195263,190939550,152234,1329000187,181618,677220324,921557,4872743741,397045,417271324,40713,176903305,31274,157389205,125608,123764173,81682,819831469,119638,501366267,559124,3623688326,261972,276262689,24073,103097610,20454,105403413,65866,67368115,44394,523300093,77642,331542878,298114,2345923648,114571,122791801,9595,45558315,8811,40864914,20870,21031468,16689,219124382,33865,137562756,95163,955020133,40169,43352219,2906,15070114,3148,13428702,5170,6071826,5109,76043492,11862,45871883,25799,379712172,15698,18793747,940,4650988,1319,5542253,1525,1571419,1736,23691637,5464,21816292,8328,158737925,9993,14663876,1909,9489144,1231,7919017,1887,3435356,3927,46067670,5134,18185693,18714,147068739
104年10月,台北市,女性,4862,3298455,2277,4051235,493,1206082,4990,4264495,5033,11095775,3270,6264699,11017,23187774,92057,77478266,39065,75177560,11114,31753808,86945,68961885,100868,219048856,80969,190395223,261360,560577087,279973,273388055,87700,200454300,28668,102290405,237075,206915646,236922,701503364,234203,641267104,837209,1813907686,501683,487581346,122258,310006423,43276,196017566,326132,294886430,290717,1054862816,386426,1078044603,1344296,3139985964,697305,619136191,123319,324377064,50681,231056507,324896,307435222,292976,1169950186,454734,1289798641,1616138,4243885509,724120,627790524,93774,267668134,48605,227120082,274698,266037429,242914,1099016620,385725,1185300174,1405632,4296491999,707961,640541886,83010,267681928,49017,240071256,251410,244312766,203136,1082454649,336807,1133625992,1254132,4549415443,567452,544824669,63036,245679556,43964,227242436,198522,198555136,142042,990322666,253755,987776432,921365,3982638465,399048,412202628,42442,181683529,33830,197564228,131363,136564434,83258,740950086,172444,745600922,560428,2838247975,264500,272492985,25159,118684549,22134,129598126,69683,75723541,47709,499979008,110918,468034643,302489,1802110129,117386,131172815,10224,47336497,9661,45554043,22399,24369198,18737,220115371,49011,206157989,98451,768099776,40363,43157399,2906,13508420,3331,14577834,5650,5979562,5661,75076181,16580,72007533,25884,254544702,16222,18460782,1048,5615174,1344,5106393,1635,1865949,2034,27221002,7140,33410493,8470,86306672,10338,15750939,2103,10689272,1352,7924097,1933,3217185,3926,34603793,6210,23553879,18507,156218896
104年11月,台北市,女性,4857,3206288,2231,3824070,515,1186125,5882,5250406,4608,9768341,3288,6266752,11304,13126924,93341,78845237,37898,74595682,12362,33798638,88754,71594711,93100,209654884,77983,173355868,262281,505949618,276665,270906140,84426,193511152,32740,136139627,233493,205717172,216252,648747495,226058,607554514,843863,1637233517,497442,477056903,116157,299443226,49760,238249630,319774,291191066,264835,936570090,367348,1030722683,1373923,2983466978,697899,622273563,118354,322350629,57921,290111454,320316,304559190,271917,1105167832,431840,1240880845,1668031,4299552718,729011,645512044,89932,272820921,54136,293434571,271307,261034185,224228,1055947706,370112,1170829245,1453418,4424095404,713425,654926044,77855,268446724,53719,301685900,248765,245105684,189157,1015178087,333453,1237138841,1299860,4790434911,570520,552890597,58459,240091572,47467,268256107,195866,195660372,131538,875341014,255100,1114043528,958841,4313971204,399272,427250602,38497,177076619,36124,229886903,128323,131527041,77593,630731232,173464,806564235,586490,3157325098,265973,284394626,23523,120174976,23519,147329653,68621,71410350,44629,405463837,113668,541202189,318542,1972824426,119150,131513639,9785,49263546,10580,60236361,22348,24141734,17231,181997638,52162,248681603,105273,824798663,40716,45670507,2891,16421999,3538,19324103,5680,6003448,5061,57813576,17708,87935190,27457,272897184,16502,19547378,997,6016713,1525,7239784,1659,1826278,1821,21492546,7905,39320129,9185,97612689,10383,15442215,2065,10046666,1440,9815928,2075,3699101,3777,32692514,6771,28657442,19342,142304579
104年12月,台北市,女性,5534,3958231,3054,5423547,611,1319429,6761,5966858,5407,14381049,3817,6494303,11827,15526751,104277,93104958,46750,92746061,13091,34878461,102248,87771890,101330,215576524,81771,153452028,273610,513653205,304982,307100124,101431,228689008,33388,112945767,260599,249909483,233552,662004239,223703,472528885,871655,1764870759,533664,533339238,142851,353619016,48817,212284495,348521,342045442,284307,960988224,357520,796547557,1411263,3285200188,741864,690582983,149501,395152164,56564,266173393,350426,361203043,292813,1124528235,432444,973976028,1740932,4970888417,767779,704924389,117236,345961065,53866,272364685,293929,301112675,241406,1083151105,371371,921395269,1525407,5149346594,749594,720932070,100698,334434467,53534,278061432,267531,268427502,197297,1025732511,322031,908816626,1374204,5551658047,595904,601376893,73112,287895426,47674,272852561,208544,212333538,134819,845653360,233870,769374567,1013719,4889203889,416155,451781915,47506,211210838,35935,220743805,134425,137604550,78376,568071178,153309,523930346,618835,3587251768,275370,302607574,28967,133006887,23759,143471635,72171,75503256,43470,354615979,97012,321802804,336549,2272216317,125880,148860754,11982,57441062,10804,61039546,23667,27691396,17763,161581928,44069,160254984,110888,901627108,42598,47491719,3569,16824643,3560,18238516,5948,6290200,5004,46251155,14700,50659094,28789,321772490,17112,19620206,1232,6278136,1544,7469923,1720,1729254,1760,16530622,6169,21069332,9409,86614987,10641,16762182,2393,11603878,1341,8021833,2163,3956161,3885,31524077,5954,15975486,20752,157023962
